Enzyme ID	Enzyme Name	Gene Count	
EC:1.1.3.41	Alditol oxidase.	1	
EC:1.1.5.3	Glycerol-3-phosphate dehydrogenase.	1	
EC:1.10.3.-	Oxidoreductases. Acting on diphenols and related substances as donors. With oxygen as acceptor.	1	
EC:1.11.1.15	Peroxiredoxin.	3	
EC:1.11.1.21	Catalase peroxidase.	1	
EC:1.11.1.6	Catalase.	2	
EC:1.11.1.9	Glutathione peroxidase.	3	
EC:1.13.11.2	Catechol 2,3-dioxygenase.	1	
EC:1.13.11.27	4-hydroxyphenylpyruvate dioxygenase.	1	
EC:1.13.11.49	Chlorite O(2)-lyase.	1	
EC:1.13.11.79	5,6-dimethylbenzimidazole synthase.	1	
EC:1.13.99.1	Inositol oxygenase.	1	
EC:1.14.-	Oxidoreductases. Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2).	1	
EC:1.14.11.-	Oxidoreductases. Acting on paired donors, with incorporation or reduction of molecular oxygen. The oxygen incorporated need not be derived from O(2). With 2-oxoglutarate as one donor, and incorporation of one atom each of oxygen into both donors.	1	
EC:1.14.13.82	Vanillate monooxygenase.	1	
EC:1.14.13.83	Precorrin-3B synthase.	1	
EC:1.14.16.1	Phenylalanine 4-monooxygenase.	1	
EC:1.14.19.1	Stearoyl-CoA 9-desaturase.	1	
EC:1.15.1.1	Superoxide dismutase.	2	
EC:1.17.1.2	4-hydroxy-3-methylbut-2-enyl diphosphate reductase.	1	
EC:1.17.1.4	Xanthine dehydrogenase.	4	
EC:1.17.1.8	4-hydroxy-tetrahydrodipicolinate reductase.	1	
EC:1.17.4.1	Ribonucleoside-diphosphate reductase.	1	
EC:1.17.7.1	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (ferredoxin).	1	
EC:1.17.7.3	(E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin).	1	
EC:1.17.99.6	Epoxyqueuosine reductase.	1	
EC:1.2.1.-	Oxidoreductases. Acting on the aldehyde or oxo group of donors. With NAD(+) or NADP(+) as acceptor.	1	
EC:1.2.1.11	Aspartate-semialdehyde dehydrogenase.	2	
EC:1.2.1.12	Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating).	1	
EC:1.2.1.16	Succinate-semialdehyde dehydrogenase (NAD(P)(+)).	2	
EC:1.2.1.18	Malonate-semialdehyde dehydrogenase (acetylating).	1	
EC:1.2.1.2	Formate dehydrogenase.	2	
EC:1.2.1.20	Glutarate-semialdehyde dehydrogenase.	2	
EC:1.2.1.27	Methylmalonate-semialdehyde dehydrogenase (CoA acylating).	1	
EC:1.2.1.28	Benzaldehyde dehydrogenase (NAD(+)).	1	
EC:1.2.1.3	Aldehyde dehydrogenase (NAD(+)).	1	
EC:1.2.1.38	N-acetyl-gamma-glutamyl-phosphate reductase.	1	
EC:1.2.1.4	Aldehyde dehydrogenase (NADP(+)).	1	
EC:1.2.1.46	Formaldehyde dehydrogenase.	1	
EC:1.2.1.70	Glutamyl-tRNA reductase.	1	
EC:1.2.1.79	Succinate-semialdehyde dehydrogenase (NADP(+)).	2	
EC:1.2.1.88	L-glutamate gamma-semialdehyde dehydrogenase.	1	
EC:1.2.3.3	Pyruvate oxidase.	1	
EC:1.2.4.1	Pyruvate dehydrogenase (acetyl-transferring).	1	
EC:1.2.4.2	Oxoglutarate dehydrogenase (succinyl-transferring).	1	
EC:1.2.4.4	3-methyl-2-oxobutanoate dehydrogenase (2-methylpropanoyl-transferring).	1	
EC:1.2.5.1	Pyruvate dehydrogenase (quinone).	1	
EC:1.21.98.1	Cyclic dehypoxanthinyl futalosine synthase.	2	
EC:1.3.1.1	Dihydrouracil dehydrogenase (NAD(+)).	1	
EC:1.3.1.10	Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific).	1	
EC:1.3.1.106	Cobalt-precorrin-6A reductase.	1	
EC:1.3.1.12	Prephenate dehydrogenase.	1	
EC:1.3.1.14	Dihydroorotate dehydrogenase (NAD(+)).	1	
EC:1.3.1.54	Precorrin-6A reductase.	1	
EC:1.3.1.76	Precorrin-2 dehydrogenase.	1	
EC:1.3.1.9	Enoyl-[acyl-carrier-protein] reductase (NADH).	1	
EC:1.3.1.98	UDP-N-acetylmuramate dehydrogenase.	1	
EC:1.3.3.4	Protoporphyrinogen oxidase.	1	
EC:1.3.5.1	Succinate dehydrogenase (quinone).	2	
EC:1.3.5.4	Fumarate reductase (quinol).	2	
EC:1.3.5.6	9,9'-di-cis-zeta-carotene desaturase.	1	
EC:1.3.8.1	Short-chain acyl-CoA dehydrogenase.	2	
EC:1.3.99.12	2-methylacyl-CoA dehydrogenase.	1	
EC:1.3.99.26	All-trans-zeta-carotene desaturase.	1	
EC:1.3.99.28	Phytoene desaturase (neurosporene-forming).	1	
EC:1.3.99.29	Phytoene desaturase (zeta-carotene-forming).	1	
EC:1.3.99.31	Phytoene desaturase (lycopene-forming).	1	
EC:1.4.1.1	Alanine dehydrogenase.	1	
EC:1.4.1.13	Glutamate synthase (NADPH).	2	
EC:1.4.1.14	Glutamate synthase (NADH).	2	
EC:1.4.1.3	Glutamate dehydrogenase (NAD(P)(+)).	1	
EC:1.4.3.16	L-aspartate oxidase.	1	
EC:1.4.3.19	Glycine oxidase.	1	
EC:1.4.3.4	Monoamine oxidase.	1	
EC:1.4.3.5	Pyridoxal 5'-phosphate synthase.	1	
EC:1.4.4.2	Glycine dehydrogenase (aminomethyl-transferring).	2	
EC:1.5.-	Oxidoreductases. Acting on the CH-NH group of donors.	1	
EC:1.5.1.2	Pyrroline-5-carboxylate reductase.	2	
EC:1.5.1.33	Pteridine reductase.	1	
EC:1.5.1.5	Methylenetetrahydrofolate dehydrogenase (NADP(+)).	1	
EC:1.6.1.1	NAD(P)(+) transhydrogenase (Si-specific).	1	
EC:1.6.5.2	NAD(P)H dehydrogenase (quinone).	1	
EC:1.6.5.3	NADH:ubiquinone reductase (H(+)-translocating).	14	
EC:1.6.5.5	NADPH:quinone reductase.	1	
EC:1.6.99.3	NADH dehydrogenase.	1	
EC:1.7.-	Oxidoreductases. Acting on other nitrogenous compounds as donors.	3	
EC:1.7.1.13	PreQ(1) synthase.	1	
EC:1.7.1.15	Nitrite reductase (NADH).	1	
EC:1.7.3.3	Factor independent urate hydroxylase.	1	
EC:1.7.7.1	Ferredoxin--nitrite reductase.	1	
EC:1.7.99.4	Nitrate reductase.	1	
EC:1.8.1.2	Assimilatory sulfite reductase (NADPH).	2	
EC:1.8.1.4	Dihydrolipoyl dehydrogenase.	1	
EC:1.8.1.8	Protein-disulfide reductase.	2	
EC:1.8.1.9	Thioredoxin-disulfide reductase.	3	
EC:1.8.2.2	Thiosulfate dehydrogenase.	1	
EC:1.8.4.11	Peptide-methionine (S)-S-oxide reductase.	2	
EC:1.8.4.12	Peptide-methionine (R)-S-oxide reductase.	3	
EC:1.8.4.8	Phosphoadenylyl-sulfate reductase (thioredoxin).	1	
EC:1.8.5.2	Thiosulfate dehydrogenase (quinone).	1	
EC:1.8.7.1	Assimilatory sulfite reductase (ferredoxin).	1	
EC:1.9.3.1	Cytochrome-c oxidase.	11	
EC:2.-	Transferases.	2	
EC:2.1.1.-	Transferases. Transferring one-carbon groups. Methyltransferases.	3	
EC:2.1.1.10	Homocysteine S-methyltransferase.	1	
EC:2.1.1.107	Uroporphyrinogen-III C-methyltransferase.	2	
EC:2.1.1.13	Methionine synthase.	2	
EC:2.1.1.130	Precorrin-2 C(20)-methyltransferase.	1	
EC:2.1.1.131	Precorrin-3B C(17)-methyltransferase.	1	
EC:2.1.1.132	Precorrin-6B C(5,15)-methyltransferase (decarboxylating).	1	
EC:2.1.1.133	Precorrin-4 C(11)-methyltransferase.	1	
EC:2.1.1.152	Precorrin-6A synthase (deacetylating).	1	
EC:2.1.1.163	Demethylmenaquinone methyltransferase.	1	
EC:2.1.1.170	16S rRNA (guanine(527)-N(7))-methyltransferase.	1	
EC:2.1.1.176	16S rRNA (cytosine(967)-C(5))-methyltransferase.	1	
EC:2.1.1.177	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase.	1	
EC:2.1.1.182	16S rRNA (adenine(1518)-N(6)/adenine(1519)-N(6))-dimethyltransferase.	1	
EC:2.1.1.185	23S rRNA (guanosine(2251)-2'-O)-methyltransferase.	1	
EC:2.1.1.190	23S rRNA (uracil(1939)-C(5))-methyltransferase.	1	
EC:2.1.1.191	23S rRNA (cytosine(1962)-C(5))-methyltransferase.	1	
EC:2.1.1.192	23S rRNA (adenine(2503)-C(2))-methyltransferase.	1	
EC:2.1.1.193	16S rRNA (uracil(1498)-N(3))-methyltransferase.	1	
EC:2.1.1.198	16S rRNA (cytidine(1402)-2'-O)-methyltransferase.	1	
EC:2.1.1.199	16S rRNA (cytosine(1402)-N(4))-methyltransferase.	1	
EC:2.1.1.201	2-methoxy-6-polyprenyl-1,4-benzoquinol methylase.	1	
EC:2.1.1.226	23S rRNA (cytidine(1920)-2'-O)-methyltransferase.	1	
EC:2.1.1.227	16S rRNA (cytidine(1409)-2'-O)-methyltransferase.	1	
EC:2.1.1.228	tRNA (guanine(37)-N(1))-methyltransferase.	1	
EC:2.1.1.271	Cobalt-precorrin-4 methyltransferase.	1	
EC:2.1.1.297	Peptide chain release factor N(5)-glutamine methyltransferase.	1	
EC:2.1.1.63	Methylated-DNA--[protein]-cysteine S-methyltransferase.	1	
EC:2.1.1.72	Site-specific DNA-methyltransferase (adenine-specific).	2	
EC:2.1.1.74	Methylenetetrahydrofolate--tRNA-(uracil(54)-C(5))-methyltransferase (FADH(2)-oxidizing).	1	
EC:2.1.1.80	Protein-glutamate O-methyltransferase.	1	
EC:2.1.2.1	Glycine hydroxymethyltransferase.	1	
EC:2.1.2.10	Aminomethyltransferase.	2	
EC:2.1.2.11	3-methyl-2-oxobutanoate hydroxymethyltransferase.	1	
EC:2.1.2.2	Phosphoribosylglycinamide formyltransferase.	1	
EC:2.1.2.3	Phosphoribosylaminoimidazolecarboxamide formyltransferase.	1	
EC:2.1.2.5	Glutamate formimidoyltransferase.	1	
EC:2.1.2.9	Methionyl-tRNA formyltransferase.	1	
EC:2.1.3.2	Aspartate carbamoyltransferase.	1	
EC:2.1.3.3	Ornithine carbamoyltransferase.	1	
EC:2.10.1.1	Molybdopterin molybdotransferase.	1	
EC:2.2.1.1	Transketolase.	1	
EC:2.2.1.2	Transaldolase.	1	
EC:2.2.1.6	Acetolactate synthase.	3	
EC:2.2.1.7	1-deoxy-D-xylulose-5-phosphate synthase.	1	
EC:2.3.1.-	Transferases. Acyltransferases. Transferring groups other than amino-acyl groups.	6	
EC:2.3.1.1	Amino-acid N-acetyltransferase.	2	
EC:2.3.1.117	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase.	1	
EC:2.3.1.128	Ribosomal-protein-alanine N-acetyltransferase.	3	
EC:2.3.1.129	Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase.	1	
EC:2.3.1.15	Glycerol-3-phosphate 1-O-acyltransferase.	2	
EC:2.3.1.157	Glucosamine-1-phosphate N-acetyltransferase.	1	
EC:2.3.1.16	Acetyl-CoA C-acyltransferase.	1	
EC:2.3.1.179	Beta-ketoacyl-[acyl-carrier-protein] synthase II.	3	
EC:2.3.1.180	Beta-ketoacyl-[acyl-carrier-protein] synthase III.	1	
EC:2.3.1.181	Lipoyl(octanoyl) transferase.	1	
EC:2.3.1.191	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase.	2	
EC:2.3.1.234	N(6)-L-threonylcarbamoyladenine synthase.	1	
EC:2.3.1.241	Kdo(2)-lipid IV(A) lauroyltransferase.	1	
EC:2.3.1.28	Chloramphenicol O-acetyltransferase.	1	
EC:2.3.1.29	Glycine C-acetyltransferase.	2	
EC:2.3.1.30	Serine O-acetyltransferase.	1	
EC:2.3.1.31	Homoserine O-acetyltransferase.	2	
EC:2.3.1.35	Glutamate N-acetyltransferase.	1	
EC:2.3.1.39	[Acyl-carrier-protein] S-malonyltransferase.	1	
EC:2.3.1.51	1-acylglycerol-3-phosphate O-acyltransferase.	3	
EC:2.3.1.61	Dihydrolipoyllysine-residue succinyltransferase.	1	
EC:2.3.1.9	Acetyl-CoA C-acetyltransferase.	1	
EC:2.3.2.2	Gamma-glutamyltransferase.	1	
EC:2.3.3.1	Citrate (Si)-synthase.	1	
EC:2.3.3.13	2-isopropylmalate synthase.	1	
EC:2.3.3.5	2-methylcitrate synthase.	1	
EC:2.4.-	Transferases. Glycosyltransferases.	3	
EC:2.4.1.-	Transferases. Glycosyltransferases. Hexosyltransferases.	3	
EC:2.4.1.1	Glycogen phosphorylase.	2	
EC:2.4.1.12	Cellulose synthase (UDP-forming).	1	
EC:2.4.1.129	Peptidoglycan glycosyltransferase.	1	
EC:2.4.1.18	1,4-alpha-glucan branching enzyme.	1	
EC:2.4.1.182	Lipid-A-disaccharide synthase.	1	
EC:2.4.1.187	N-acetylglucosaminyldiphosphoundecaprenol N-acetyl-beta-D- mannosaminyltransferase.	2	
EC:2.4.1.21	Starch synthase.	1	
EC:2.4.1.227	Undecaprenyldiphospho-muramoylpentapeptide beta-N- acetylglucosaminyltransferase.	1	
EC:2.4.1.25	4-alpha-glucanotransferase.	1	
EC:2.4.1.80	Ceramide glucosyltransferase.	2	
EC:2.4.2.-	Transferases. Glycosyltransferases. Pentosyltransferases.	1	
EC:2.4.2.1	Purine-nucleoside phosphorylase.	1	
EC:2.4.2.10	Orotate phosphoribosyltransferase.	1	
EC:2.4.2.14	Amidophosphoribosyltransferase.	1	
EC:2.4.2.17	ATP phosphoribosyltransferase.	1	
EC:2.4.2.18	Anthranilate phosphoribosyltransferase.	1	
EC:2.4.2.19	Nicotinate-nucleotide diphosphorylase (carboxylating).	1	
EC:2.4.2.2	Pyrimidine-nucleoside phosphorylase.	1	
EC:2.4.2.21	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase.	1	
EC:2.4.2.28	S-methyl-5'-thioadenosine phosphorylase.	1	
EC:2.4.2.29	tRNA-guanine(34) transglycosylase.	1	
EC:2.4.2.7	Adenine phosphoribosyltransferase.	1	
EC:2.4.2.8	Hypoxanthine phosphoribosyltransferase.	1	
EC:2.4.2.9	Uracil phosphoribosyltransferase.	1	
EC:2.4.99.12	Lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase.	1	
EC:2.4.99.13	(Kdo)-lipid IV(A) 3-deoxy-D-manno-octulosonic acid transferase.	1	
EC:2.4.99.14	(Kdo)(2)-lipid IV(A) (2-8) 3-deoxy-D-manno-octulosonic acid transferase.	1	
EC:2.4.99.15	(Kdo)(3)-lipid IV(A) (2-4) 3-deoxy-D-manno-octulosonic acid transferase.	1	
EC:2.4.99.16	Starch synthase (maltosyl-transferring).	1	
EC:2.4.99.17	S-adenosylmethionine:tRNA ribosyltransferase-isomerase.	1	
EC:2.5.1.-	Transferases. Transferring alkyl or aryl groups, other than methyl groups. Transferring alkyl or aryl groups, other than methyl groups.	1	
EC:2.5.1.1	Dimethylallyltranstransferase.	1	
EC:2.5.1.10	(2E,6E)-farnesyl diphosphate synthase.	1	
EC:2.5.1.120	Aminodeoxyfutalosine synthase.	1	
EC:2.5.1.15	Dihydropteroate synthase.	1	
EC:2.5.1.17	Cob(I)yrinic acid a,c-diamide adenosyltransferase.	1	
EC:2.5.1.19	3-phosphoshikimate 1-carboxyvinyltransferase.	1	
EC:2.5.1.29	Geranylgeranyl diphosphate synthase.	1	
EC:2.5.1.3	Thiamine phosphate synthase.	2	
EC:2.5.1.31	Ditrans,polycis-undecaprenyl-diphosphate synthase ((2E,6E)-farnesyl- diphosphate specific).	1	
EC:2.5.1.32	15-cis-phytoene synthase.	1	
EC:2.5.1.39	4-hydroxybenzoate polyprenyltransferase.	1	
EC:2.5.1.46	Deoxyhypusine synthase.	1	
EC:2.5.1.47	Cysteine synthase.	1	
EC:2.5.1.54	3-deoxy-7-phosphoheptulonate synthase.	1	
EC:2.5.1.55	3-deoxy-8-phosphooctulonate synthase.	1	
EC:2.5.1.6	Methionine adenosyltransferase.	1	
EC:2.5.1.61	Hydroxymethylbilane synthase.	1	
EC:2.5.1.7	UDP-N-acetylglucosamine 1-carboxyvinyltransferase.	1	
EC:2.5.1.72	Quinolinate synthase.	1	
EC:2.5.1.75	tRNA dimethylallyltransferase.	1	
EC:2.5.1.78	6,7-dimethyl-8-ribityllumazine synthase.	1	
EC:2.5.1.9	Riboflavin synthase.	1	
EC:2.5.1.90	All-trans-octaprenyl-diphosphate synthase.	1	
EC:2.6.1.-	Transferases. Transferring nitrogenous groups. Transaminases.	2	
EC:2.6.1.1	Aspartate transaminase.	1	
EC:2.6.1.11	Acetylornithine transaminase.	1	
EC:2.6.1.13	Ornithine aminotransferase.	2	
EC:2.6.1.16	Glutamine--fructose-6-phosphate transaminase (isomerizing).	2	
EC:2.6.1.17	Succinyldiaminopimelate transaminase.	1	
EC:2.6.1.42	Branched-chain-amino-acid transaminase.	1	
EC:2.6.1.55	Taurine--2-oxoglutarate transaminase.	1	
EC:2.6.1.85	Aminodeoxychorismate synthase.	1	
EC:2.6.1.9	Histidinol-phosphate transaminase.	2	
EC:2.7.1.12	Gluconokinase.	1	
EC:2.7.1.130	Tetraacyldisaccharide 4'-kinase.	1	
EC:2.7.1.148	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase.	1	
EC:2.7.1.15	Ribokinase.	1	
EC:2.7.1.156	Adenosylcobinamide kinase.	1	
EC:2.7.1.16	Ribulokinase.	1	
EC:2.7.1.167	D-glycero-beta-D-manno-heptose-7-phosphate kinase.	1	
EC:2.7.1.17	Xylulokinase.	1	
EC:2.7.1.170	Anhydro-N-acetylmuramic acid kinase.	1	
EC:2.7.1.2	Glucokinase.	1	
EC:2.7.1.21	Thymidine kinase.	1	
EC:2.7.1.23	NAD(+) kinase.	1	
EC:2.7.1.24	Dephospho-CoA kinase.	1	
EC:2.7.1.25	Adenylyl-sulfate kinase.	2	
EC:2.7.1.26	Riboflavin kinase.	1	
EC:2.7.1.30	Glycerol kinase.	1	
EC:2.7.1.33	Pantothenate kinase.	1	
EC:2.7.1.39	Homoserine kinase.	1	
EC:2.7.1.4	Fructokinase.	1	
EC:2.7.1.40	Pyruvate kinase.	1	
EC:2.7.1.45	2-dehydro-3-deoxygluconokinase.	1	
EC:2.7.1.48	Uridine kinase.	1	
EC:2.7.1.49	Hydroxymethylpyrimidine kinase.	1	
EC:2.7.1.5	Rhamnulokinase.	1	
EC:2.7.1.6	Galactokinase.	1	
EC:2.7.1.71	Shikimate kinase.	1	
EC:2.7.11.1	Non-specific serine/threonine protein kinase.	5	
EC:2.7.13.3	Histidine kinase.	10	
EC:2.7.2.1	Acetate kinase.	2	
EC:2.7.2.3	Phosphoglycerate kinase.	1	
EC:2.7.2.4	Aspartate kinase.	1	
EC:2.7.2.8	Acetylglutamate kinase.	1	
EC:2.7.4.1	Polyphosphate kinase.	1	
EC:2.7.4.14	UMP/CMP kinase.	1	
EC:2.7.4.16	Thiamine-phosphate kinase.	1	
EC:2.7.4.22	UMP kinase.	1	
EC:2.7.4.3	Adenylate kinase.	1	
EC:2.7.4.6	Nucleoside-diphosphate kinase.	1	
EC:2.7.4.7	Phosphomethylpyrimidine kinase.	1	
EC:2.7.4.8	Guanylate kinase.	1	
EC:2.7.4.9	dTMP kinase.	1	
EC:2.7.6.1	Ribose-phosphate diphosphokinase.	1	
EC:2.7.6.3	2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase.	1	
EC:2.7.6.5	GTP diphosphokinase.	1	
EC:2.7.7.-	Transferases. Transferring phosphorus-containing groups. Nucleotidyltransferases.	1	
EC:2.7.7.12	UDP-glucose--hexose-1-phosphate uridylyltransferase.	1	
EC:2.7.7.13	Mannose-1-phosphate guanylyltransferase.	1	
EC:2.7.7.18	Nicotinate-nucleotide adenylyltransferase.	1	
EC:2.7.7.19	Polynucleotide adenylyltransferase.	1	
EC:2.7.7.2	FAD synthetase.	1	
EC:2.7.7.23	UDP-N-acetylglucosamine diphosphorylase.	1	
EC:2.7.7.24	Glucose-1-phosphate thymidylyltransferase.	2	
EC:2.7.7.27	Glucose-1-phosphate adenylyltransferase.	1	
EC:2.7.7.3	Pantetheine-phosphate adenylyltransferase.	1	
EC:2.7.7.33	Glucose-1-phosphate cytidylyltransferase.	1	
EC:2.7.7.38	3-deoxy-manno-octulosonate cytidylyltransferase.	1	
EC:2.7.7.4	Sulfate adenylyltransferase.	2	
EC:2.7.7.41	Phosphatidate cytidylyltransferase.	1	
EC:2.7.7.49	RNA-directed DNA polymerase.	1	
EC:2.7.7.53	ATP adenylyltransferase.	1	
EC:2.7.7.56	tRNA nucleotidyltransferase.	1	
EC:2.7.7.59	[Protein-PII] uridylyltransferase.	1	
EC:2.7.7.6	DNA-directed RNA polymerase.	5	
EC:2.7.7.60	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase.	1	
EC:2.7.7.62	Adenosylcobinamide-phosphate guanylyltransferase.	1	
EC:2.7.7.7	DNA-directed DNA polymerase.	12	
EC:2.7.7.70	D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase.	1	
EC:2.7.7.76	Molybdenum cofactor cytidylyltransferase.	1	
EC:2.7.7.77	Molybdenum cofactor guanylyltransferase.	1	
EC:2.7.7.8	Polyribonucleotide nucleotidyltransferase.	1	
EC:2.7.7.87	L-threonylcarbamoyladenylate synthase.	1	
EC:2.7.7.9	UTP--glucose-1-phosphate uridylyltransferase.	1	
EC:2.7.8.-	Transferases. Transferring phosphorus-containing groups. Transferases for other substituted phosphate groups.	1	
EC:2.7.8.13	Phospho-N-acetylmuramoyl-pentapeptide-transferase.	1	
EC:2.7.8.26	Adenosylcobinamide-GDP ribazoletransferase.	1	
EC:2.7.8.41	Cardiolipin synthase (CMP-forming).	1	
EC:2.7.8.5	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase.	2	
EC:2.7.8.7	Holo-[acyl-carrier-protein] synthase.	1	
EC:2.7.8.8	CDP-diacylglycerol--serine O-phosphatidyltransferase.	1	
EC:2.8.1.-	Transferases. Transferring sulfur-containing groups. Sulfurtransferases.	1	
EC:2.8.1.10	Thiazole synthase.	1	
EC:2.8.1.12	Molybdopterin synthase.	2	
EC:2.8.1.7	Cysteine desulfurase.	2	
EC:2.8.1.8	Lipoyl synthase.	1	
EC:2.8.3.5	3-oxoacid CoA-transferase.	2	
EC:2.8.4.3	tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase.	1	
EC:2.8.4.4	[Ribosomal protein S12] (aspartate(89)-C(3))-methylthiotransferase.	1	
EC:2.9.1.1	L-seryl-tRNA(Sec) selenium transferase.	1	
EC:3.1.-	Hydrolases. Acting on ester bonds.	9	
EC:3.1.1.-	Hydrolases. Acting on ester bonds. Carboxylic ester hydrolases.	4	
EC:3.1.1.11	Pectinesterase.	1	
EC:3.1.1.29	Aminoacyl-tRNA hydrolase.	1	
EC:3.1.1.31	6-phosphogluconolactonase.	1	
EC:3.1.1.45	Carboxymethylenebutenolidase.	3	
EC:3.1.1.5	Lysophospholipase.	1	
EC:3.1.1.53	Sialate O-acetylesterase.	1	
EC:3.1.1.61	Protein-glutamate methylesterase.	1	
EC:3.1.1.73	Feruloyl esterase.	1	
EC:3.1.11.2	Exodeoxyribonuclease III.	1	
EC:3.1.11.6	Exodeoxyribonuclease VII.	2	
EC:3.1.13.1	Exoribonuclease II.	1	
EC:3.1.2.-	Hydrolases. Acting on ester bonds. Thiolester hydrolases.	2	
EC:3.1.21.-	Hydrolases. Acting on ester bonds. Endodeoxyribonucleases producing 5'-phosphomonoesters.	2	
EC:3.1.21.2	Deoxyribonuclease IV.	1	
EC:3.1.21.5	Type III site-specific deoxyribonuclease.	1	
EC:3.1.22.4	Crossover junction endodeoxyribonuclease.	1	
EC:3.1.26.-	Hydrolases. Acting on ester bonds. Endoribonucleases producing 5'-phosphomonoesters.	1	
EC:3.1.26.3	Ribonuclease III.	1	
EC:3.1.26.4	Ribonuclease H.	1	
EC:3.1.26.5	Ribonuclease P.	1	
EC:3.1.27.1	Ribonuclease T(2).	1	
EC:3.1.3.-	Hydrolases. Acting on ester bonds. Phosphoric monoester hydrolases.	1	
EC:3.1.3.1	Alkaline phosphatase.	1	
EC:3.1.3.11	Fructose-bisphosphatase.	1	
EC:3.1.3.16	Protein-serine/threonine phosphatase.	2	
EC:3.1.3.18	Phosphoglycolate phosphatase.	1	
EC:3.1.3.23	Sugar-phosphatase.	1	
EC:3.1.3.25	Inositol-phosphate phosphatase.	1	
EC:3.1.3.27	Phosphatidylglycerophosphatase.	1	
EC:3.1.3.3	Phosphoserine phosphatase.	3	
EC:3.1.3.45	3-deoxy-manno-octulosonate-8-phosphatase.	2	
EC:3.1.3.48	Protein-tyrosine-phosphatase.	1	
EC:3.1.3.73	Adenosylcobalamin/alpha-ribazole phosphatase.	1	
EC:3.1.3.82	D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase.	1	
